,disasterNumber,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,state,declarationDate,fyDeclared,disasterType,incidentType,title,incidentBeginDate,incidentEndDate,disasterCloseOutDate,declaredCountyArea,placeCode
901,1717,1,1,1,1,MN,2007-08-23,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-18,2007-08-31T00:00:00.000Z,2015-04-15T23:59:00.000Z,Fillmore County,99045.0
902,1714,0,0,1,1,NE,2007-07-24,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-05-28,2007-06-02T00:00:00.000Z,2012-10-16T00:00:00.000Z,Howard County,99093.0
903,1718,1,1,1,1,OK,2007-08-24,2007,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2007-08-18,2007-09-12T12:00:00.000Z,,Okmulgee County,99111.0
904,1715,0,0,1,1,VT,2007-08-03,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-07-09,2007-07-11T00:00:00.000Z,2013-03-13T00:00:00.000Z,Windsor County,99027.0
905,1713,0,0,1,1,ND,2007-07-17,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-06-02,2007-06-18T00:00:00.000Z,2013-11-06T23:59:00.000Z,McHenry County,99049.0
906,1712,0,0,1,1,OK,2007-07-07,2007,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2007-06-10,2007-07-25T12:00:00.000Z,2018-08-07T23:59:00.000Z,Woodward County,99153.0
907,1714,0,0,1,1,NE,2007-07-24,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-05-28,2007-06-02T00:00:00.000Z,2012-10-16T00:00:00.000Z,Loup County,99115.0
908,1718,0,0,1,1,OK,2007-08-24,2007,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2007-08-18,2007-09-12T12:00:00.000Z,,Dewey County,99043.0
909,1717,1,1,1,1,MN,2007-08-23,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-18,2007-08-31T00:00:00.000Z,2015-04-15T23:59:00.000Z,Olmsted County,99109.0
910,1713,0,0,1,1,ND,2007-07-17,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-06-02,2007-06-18T00:00:00.000Z,2013-11-06T23:59:00.000Z,Grant County,99037.0
911,1718,1,1,1,1,OK,2007-08-24,2007,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2007-08-18,2007-09-12T12:00:00.000Z,,Blaine County,99011.0
912,1715,0,0,1,1,VT,2007-08-03,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-07-09,2007-07-11T00:00:00.000Z,2013-03-13T00:00:00.000Z,Orleans County,99019.0
913,1718,0,0,1,1,OK,2007-08-24,2007,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2007-08-18,2007-09-12T12:00:00.000Z,,Latimer County,99077.0
914,1714,0,0,1,1,NE,2007-07-24,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-05-28,2007-06-02T00:00:00.000Z,2012-10-16T00:00:00.000Z,Greeley County,99077.0
915,1714,0,0,1,1,NE,2007-07-24,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-05-28,2007-06-02T00:00:00.000Z,2012-10-16T00:00:00.000Z,Buffalo County,99019.0
916,1718,0,0,1,1,OK,2007-08-24,2007,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2007-08-18,2007-09-12T12:00:00.000Z,,Washita County,99149.0
917,1719,1,1,0,1,WI,2007-08-26,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-18,2007-08-31T00:00:00.000Z,2014-08-07T00:00:00.000Z,Green County,99045.0
918,1719,1,1,0,1,WI,2007-08-26,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-18,2007-08-31T00:00:00.000Z,2014-08-07T00:00:00.000Z,Racine County,99101.0
919,1720,1,1,1,1,OH,2007-08-27,2007,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2007-08-20,2007-08-28T00:00:00.000Z,2015-03-11T23:59:00.000Z,Allen County,99003.0
920,1719,1,1,1,1,WI,2007-08-26,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-18,2007-08-31T00:00:00.000Z,2014-08-07T00:00:00.000Z,Crawford County,99023.0
921,1719,1,1,0,1,WI,2007-08-26,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-18,2007-08-31T00:00:00.000Z,2014-08-07T00:00:00.000Z,Rock County,99105.0
922,1720,1,1,1,1,OH,2007-08-27,2007,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2007-08-20,2007-08-28T00:00:00.000Z,2015-03-11T23:59:00.000Z,Hancock County,99063.0
923,1719,1,1,0,1,WI,2007-08-26,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-18,2007-08-31T00:00:00.000Z,2014-08-07T00:00:00.000Z,Jefferson County,99055.0
924,1719,1,1,0,1,WI,2007-08-26,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-18,2007-08-31T00:00:00.000Z,2014-08-07T00:00:00.000Z,Dane County,99025.0
925,1719,1,1,0,1,WI,2007-08-26,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-18,2007-08-31T00:00:00.000Z,2014-08-07T00:00:00.000Z,Kenosha County,99059.0
926,1719,1,1,1,1,WI,2007-08-26,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-18,2007-08-31T00:00:00.000Z,2014-08-07T00:00:00.000Z,Sauk County,99111.0
927,1720,1,1,1,1,OH,2007-08-27,2007,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2007-08-20,2007-08-28T00:00:00.000Z,2015-03-11T23:59:00.000Z,Hardin County,99065.0
928,1718,1,1,1,1,OK,2007-08-24,2007,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2007-08-18,2007-09-12T12:00:00.000Z,,Seminole County,99133.0
929,1719,1,1,1,1,WI,2007-08-26,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-18,2007-08-31T00:00:00.000Z,2014-08-07T00:00:00.000Z,La Crosse County,99063.0
930,1719,1,1,0,1,WI,2007-08-26,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-18,2007-08-31T00:00:00.000Z,2014-08-07T00:00:00.000Z,Columbia County,99021.0
931,1718,1,1,1,1,OK,2007-08-24,2007,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2007-08-18,2007-09-12T12:00:00.000Z,,Pottawatomie County,99125.0
932,1718,1,1,1,1,OK,2007-08-24,2007,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2007-08-18,2007-09-12T12:00:00.000Z,,Stephens County,99137.0
933,1719,1,1,1,1,WI,2007-08-26,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-18,2007-08-31T00:00:00.000Z,2014-08-07T00:00:00.000Z,Vernon County,99123.0
934,1719,1,1,1,1,WI,2007-08-26,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-18,2007-08-31T00:00:00.000Z,2014-08-07T00:00:00.000Z,Richland County,99103.0
935,1719,1,1,0,1,WI,2007-08-26,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-18,2007-08-31T00:00:00.000Z,2014-08-07T00:00:00.000Z,Iowa County,99049.0
936,1719,1,1,0,1,WI,2007-08-26,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-18,2007-08-31T00:00:00.000Z,2014-08-07T00:00:00.000Z,Grant County,99043.0
937,1723,0,0,1,1,OK,2007-08-31,2007,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2007-05-24,2007-06-01T00:00:00.000Z,2014-12-30T23:59:00.000Z,Seminole County,99133.0
938,1720,1,1,1,1,OH,2007-08-27,2007,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2007-08-20,2007-08-28T00:00:00.000Z,2015-03-11T23:59:00.000Z,Richland County,99139.0
939,1729,1,1,1,1,IL,2007-09-25,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-20,2007-08-31T00:00:00.000Z,2015-12-07T00:00:00.000Z,DeKalb County,99037.0
940,1727,0,0,1,1,IA,2007-09-14,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-17,2007-09-05T00:00:00.000Z,2014-08-15T23:59:00.000Z,Allamakee County,99005.0
941,1728,0,0,1,1,MO,2007-09-21,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-19,2007-08-21T00:00:00.000Z,2014-04-10T00:00:00.000Z,Dade County,99057.0
942,1729,1,1,0,1,IL,2007-09-25,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-20,2007-08-31T00:00:00.000Z,2015-12-07T00:00:00.000Z,Lake County,99097.0
943,1727,0,0,1,1,IA,2007-09-14,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-17,2007-09-05T00:00:00.000Z,2014-08-15T23:59:00.000Z,Webster County,99187.0
944,1725,0,0,1,1,ND,2007-09-07,2007,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES,2007-07-15,2007-07-15T00:00:00.000Z,2012-09-28T00:00:00.000Z,Cass County,99017.0
945,1727,0,0,1,1,IA,2007-09-14,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-17,2007-09-05T00:00:00.000Z,2014-08-15T23:59:00.000Z,Davis County,99051.0
946,1724,1,1,0,1,NY,2007-08-31,2007,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADO",2007-08-08,2007-08-08T00:00:00.000Z,2013-08-07T00:00:00.000Z,Kings County,99047.0
947,1728,0,0,1,1,MO,2007-09-21,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-19,2007-08-21T00:00:00.000Z,2014-04-10T00:00:00.000Z,Polk County,99167.0
948,1727,0,0,1,1,IA,2007-09-14,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-17,2007-09-05T00:00:00.000Z,2014-08-15T23:59:00.000Z,Van Buren County,99177.0
949,1721,0,0,1,1,NE,2007-08-29,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-06-11,2007-06-16T00:00:00.000Z,2012-10-11T12:00:00.000Z,McPherson County,99117.0
950,1727,0,0,1,1,IA,2007-09-14,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-17,2007-09-05T00:00:00.000Z,2014-08-15T23:59:00.000Z,Mahaska County,99123.0
951,1721,0,0,1,1,NE,2007-08-29,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-06-11,2007-06-16T00:00:00.000Z,2012-10-11T12:00:00.000Z,Dundy County,99057.0
952,1728,0,0,1,1,MO,2007-09-21,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-19,2007-08-21T00:00:00.000Z,2014-04-10T00:00:00.000Z,Laclede County,99105.0
953,1723,0,0,1,1,OK,2007-08-31,2007,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2007-05-24,2007-06-01T00:00:00.000Z,2014-12-30T23:59:00.000Z,Logan County,99083.0
954,1723,0,0,1,1,OK,2007-08-31,2007,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2007-05-24,2007-06-01T00:00:00.000Z,2014-12-30T23:59:00.000Z,Comanche County,99031.0
955,1722,1,1,0,1,IL,2007-08-30,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-07,2007-08-08T23:59:00.000Z,2015-05-13T23:59:00.000Z,Winnebago County,99201.0
956,1720,1,1,1,1,OH,2007-08-27,2007,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2007-08-20,2007-08-28T00:00:00.000Z,2015-03-11T23:59:00.000Z,Wyandot County,99175.0
957,1727,0,0,1,1,IA,2007-09-14,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-17,2007-09-05T00:00:00.000Z,2014-08-15T23:59:00.000Z,Pocahontas County,99151.0
958,1729,1,1,1,1,IL,2007-09-25,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-20,2007-08-31T00:00:00.000Z,2015-12-07T00:00:00.000Z,Kane County,99089.0
959,1727,0,0,1,1,IA,2007-09-14,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-17,2007-09-05T00:00:00.000Z,2014-08-15T23:59:00.000Z,Boone County,99015.0
960,1721,0,0,1,1,NE,2007-08-29,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-06-11,2007-06-16T00:00:00.000Z,2012-10-11T12:00:00.000Z,Arthur County,99005.0
961,1727,0,0,1,1,IA,2007-09-14,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-17,2007-09-05T00:00:00.000Z,2014-08-15T23:59:00.000Z,Palo Alto County,99147.0
962,1728,0,0,1,1,MO,2007-09-21,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-19,2007-08-21T00:00:00.000Z,2014-04-10T00:00:00.000Z,Greene County,99077.0
963,1723,0,0,1,1,OK,2007-08-31,2007,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2007-05-24,2007-06-01T00:00:00.000Z,2014-12-30T23:59:00.000Z,Garvin County,99049.0
964,1726,1,1,1,1,ND,2007-09-07,2007,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES,2007-08-26,2007-08-27T23:59:00.000Z,2013-03-19T23:59:00.000Z,Grand Forks County,99035.0
965,1722,1,1,0,1,IL,2007-08-30,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-07,2007-08-08T23:59:00.000Z,2015-05-13T23:59:00.000Z,Stephenson County,99177.0
966,1728,0,0,1,1,MO,2007-09-21,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-19,2007-08-21T00:00:00.000Z,2014-04-10T00:00:00.000Z,Dallas County,99059.0
967,1729,0,0,1,1,IL,2007-09-25,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-20,2007-08-31T00:00:00.000Z,2015-12-07T00:00:00.000Z,Warren County,99187.0
968,1727,0,0,1,1,IA,2007-09-14,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-17,2007-09-05T00:00:00.000Z,2014-08-15T23:59:00.000Z,Wayne County,99185.0
969,1727,0,0,1,1,IA,2007-09-14,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-17,2007-09-05T00:00:00.000Z,2014-08-15T23:59:00.000Z,Humboldt County,99091.0
970,1723,0,0,1,1,OK,2007-08-31,2007,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2007-05-24,2007-06-01T00:00:00.000Z,2014-12-30T23:59:00.000Z,Pontotoc County,99123.0
971,1727,0,0,1,1,IA,2007-09-14,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-17,2007-09-05T00:00:00.000Z,2014-08-15T23:59:00.000Z,Calhoun County,99025.0
972,1720,1,1,1,1,OH,2007-08-27,2007,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2007-08-20,2007-08-28T00:00:00.000Z,2015-03-11T23:59:00.000Z,Crawford County,99033.0
973,1721,0,0,1,1,NE,2007-08-29,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-06-11,2007-06-16T00:00:00.000Z,2012-10-11T12:00:00.000Z,Keith County,99101.0
974,1727,0,0,1,1,IA,2007-09-14,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-17,2007-09-05T00:00:00.000Z,2014-08-15T23:59:00.000Z,Appanoose County,99007.0
975,1721,0,0,1,1,NE,2007-08-29,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-06-11,2007-06-16T00:00:00.000Z,2012-10-11T12:00:00.000Z,Chase County,99029.0
976,1727,0,0,1,1,IA,2007-09-14,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-17,2007-09-05T00:00:00.000Z,2014-08-15T23:59:00.000Z,Winneshiek County,99191.0
977,1725,0,0,1,1,ND,2007-09-07,2007,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES,2007-07-15,2007-07-15T00:00:00.000Z,2012-09-28T00:00:00.000Z,Steele County,99091.0
978,1727,0,0,1,1,IA,2007-09-14,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-17,2007-09-05T00:00:00.000Z,2014-08-15T23:59:00.000Z,Union County,99175.0
979,1721,0,0,1,1,NE,2007-08-29,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-06-11,2007-06-16T00:00:00.000Z,2012-10-11T12:00:00.000Z,Perkins County,99135.0
980,1724,1,1,0,1,NY,2007-08-31,2007,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADO",2007-08-08,2007-08-08T00:00:00.000Z,2013-08-07T00:00:00.000Z,Queens County,99081.0
981,1728,0,0,1,1,MO,2007-09-21,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-19,2007-08-21T00:00:00.000Z,2014-04-10T00:00:00.000Z,Lawrence County,99109.0
982,1723,0,0,1,1,OK,2007-08-31,2007,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2007-05-24,2007-06-01T00:00:00.000Z,2014-12-30T23:59:00.000Z,Tillman County,99141.0
983,1720,1,1,0,1,OH,2007-08-27,2007,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2007-08-20,2007-08-28T00:00:00.000Z,2015-03-11T23:59:00.000Z,Seneca County,99147.0
984,1720,1,1,1,1,OH,2007-08-27,2007,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2007-08-20,2007-08-28T00:00:00.000Z,2015-03-11T23:59:00.000Z,Putnam County,99137.0
985,1727,0,0,1,1,IA,2007-09-14,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-17,2007-09-05T00:00:00.000Z,2014-08-15T23:59:00.000Z,Wapello County,99179.0
986,1729,0,0,1,1,IL,2007-09-25,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-20,2007-08-31T00:00:00.000Z,2015-12-07T00:00:00.000Z,Knox County,99095.0
987,1727,0,0,1,1,IA,2007-09-14,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-17,2007-09-05T00:00:00.000Z,2014-08-15T23:59:00.000Z,Montgomery County,99137.0
988,1723,0,0,1,1,OK,2007-08-31,2007,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2007-05-24,2007-06-01T00:00:00.000Z,2014-12-30T23:59:00.000Z,Stephens County,99137.0
989,1729,1,1,0,1,IL,2007-09-25,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-20,2007-08-31T00:00:00.000Z,2015-12-07T00:00:00.000Z,Grundy County,99063.0
990,1723,0,0,1,1,OK,2007-08-31,2007,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2007-05-24,2007-06-01T00:00:00.000Z,2014-12-30T23:59:00.000Z,Cotton County,99033.0
991,1728,0,0,1,1,MO,2007-09-21,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-19,2007-08-21T00:00:00.000Z,2014-04-10T00:00:00.000Z,Webster County,99225.0
992,1727,0,0,1,1,IA,2007-09-14,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-17,2007-09-05T00:00:00.000Z,2014-08-15T23:59:00.000Z,Cherokee County,99035.0
993,1729,1,1,1,1,IL,2007-09-25,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-20,2007-08-31T00:00:00.000Z,2015-12-07T00:00:00.000Z,La Salle County,99099.0
994,1723,0,0,1,1,OK,2007-08-31,2007,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2007-05-24,2007-06-01T00:00:00.000Z,2014-12-30T23:59:00.000Z,Bryan County,99013.0
995,1729,0,0,1,1,IL,2007-09-25,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-20,2007-08-31T00:00:00.000Z,2015-12-07T00:00:00.000Z,Cook County,99031.0
996,1730,1,1,0,1,TX,2007-10-02,2007,DR,Severe Storm(s),TROPICAL STORM ERIN,2007-08-14,2007-08-20T00:00:00.000Z,2015-06-11T23:59:00.000Z,Jones County,99253.0
997,1731,1,1,1,1,CA,2007-10-24,2007,DR,Fire,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",2007-10-21,2008-03-31T00:00:00.000Z,,Santa Barbara County,99083.0
998,1731,1,1,1,1,CA,2007-10-24,2007,DR,Fire,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",2007-10-21,2008-03-31T00:00:00.000Z,,Riverside County,99065.0
999,1730,1,1,0,1,TX,2007-10-02,2007,DR,Severe Storm(s),TROPICAL STORM ERIN,2007-08-14,2007-08-20T00:00:00.000Z,2015-06-11T23:59:00.000Z,Kendall County,99259.0
1000,1731,1,1,1,1,CA,2007-10-24,2007,DR,Fire,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",2007-10-21,2008-03-31T00:00:00.000Z,,Ventura County,99111.0
1001,1730,1,1,0,1,TX,2007-10-02,2007,DR,Severe Storm(s),TROPICAL STORM ERIN,2007-08-14,2007-08-20T00:00:00.000Z,2015-06-11T23:59:00.000Z,Harris County,99201.0
1002,1731,1,1,1,1,CA,2007-10-24,2007,DR,Fire,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",2007-10-21,2008-03-31T00:00:00.000Z,,Los Angeles County,99037.0
1003,1732,1,1,0,1,IN,2007-11-30,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-15,2007-08-27T00:00:00.000Z,2015-04-30T23:59:00.000Z,Lake County,99089.0
1004,1730,1,1,0,1,TX,2007-10-02,2007,DR,Severe Storm(s),TROPICAL STORM ERIN,2007-08-14,2007-08-20T00:00:00.000Z,2015-06-11T23:59:00.000Z,Medina County,99325.0
1005,1733,0,0,1,1,OR,2007-12-08,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2007-12-01,2007-12-17T00:00:00.000Z,,Coos County,99011.0
1006,1733,0,0,1,1,OR,2007-12-08,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2007-12-01,2007-12-17T00:00:00.000Z,,Curry County,99015.0
1007,1731,1,1,1,1,CA,2007-10-24,2007,DR,Fire,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",2007-10-21,2008-03-31T00:00:00.000Z,,Orange County,99059.0
1008,1733,1,1,1,1,OR,2007-12-08,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2007-12-01,2007-12-17T00:00:00.000Z,,Clatsop County,99007.0
1009,1729,1,1,0,1,IL,2007-09-25,2007,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2007-08-20,2007-08-31T00:00:00.000Z,2015-12-07T00:00:00.000Z,Will County,99197.0
1010,1733,1,1,1,1,OR,2007-12-08,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2007-12-01,2007-12-17T00:00:00.000Z,,Polk County,99053.0
1011,1731,1,1,1,1,CA,2007-10-24,2007,DR,Fire,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",2007-10-21,2008-03-31T00:00:00.000Z,,San Bernardino County,99071.0
1012,1733,0,0,1,1,OR,2007-12-08,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2007-12-01,2007-12-17T00:00:00.000Z,,Siletz Indian Reservation,67525.0
1013,1736,0,0,1,1,MO,2007-12-27,2008,DR,Severe Ice Storm,SEVERE WINTER STORMS,2007-12-06,2007-12-15T00:00:00.000Z,2014-08-27T00:00:00.000Z,Callaway County,99027.0
1014,1730,1,1,0,1,TX,2007-10-02,2007,DR,Severe Storm(s),TROPICAL STORM ERIN,2007-08-14,2007-08-20T00:00:00.000Z,2015-06-11T23:59:00.000Z,Taylor County,99441.0
1015,1735,0,0,1,1,OK,2007-12-18,2008,DR,Severe Ice Storm,SEVERE WINTER STORMS,2007-12-08,2008-01-03T00:00:00.000Z,2018-08-07T23:59:00.000Z,Mayes County,99097.0
1016,1735,0,0,1,1,OK,2007-12-18,2008,DR,Severe Ice Storm,SEVERE WINTER STORMS,2007-12-08,2008-01-03T00:00:00.000Z,2018-08-07T23:59:00.000Z,Okmulgee County,99111.0
1017,1734,0,0,1,1,WA,2007-12-08,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2007-12-01,2007-12-17T00:00:00.000Z,,Jefferson County,99031.0
1018,1735,0,0,1,1,OK,2007-12-18,2008,DR,Severe Ice Storm,SEVERE WINTER STORMS,2007-12-08,2008-01-03T00:00:00.000Z,2018-08-07T23:59:00.000Z,Payne County,99119.0
1019,1736,0,0,1,1,MO,2007-12-27,2008,DR,Severe Ice Storm,SEVERE WINTER STORMS,2007-12-06,2007-12-15T00:00:00.000Z,2014-08-27T00:00:00.000Z,Daviess County,99061.0
1020,1736,0,0,1,1,MO,2007-12-27,2008,DR,Severe Ice Storm,SEVERE WINTER STORMS,2007-12-06,2007-12-15T00:00:00.000Z,2014-08-27T00:00:00.000Z,Grundy County,99079.0
1021,1734,1,1,1,1,WA,2007-12-08,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2007-12-01,2007-12-17T00:00:00.000Z,,Grays Harbor County,99027.0
1022,1735,0,0,1,1,OK,2007-12-18,2008,DR,Severe Ice Storm,SEVERE WINTER STORMS,2007-12-08,2008-01-03T00:00:00.000Z,2018-08-07T23:59:00.000Z,Caddo County,99015.0
1023,1733,0,0,1,1,OR,2007-12-08,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2007-12-01,2007-12-17T00:00:00.000Z,,"Coos,Lower Unqua and Siuslaw Indian Reservation",15282.0
1024,1735,0,0,1,1,OK,2007-12-18,2008,DR,Severe Ice Storm,SEVERE WINTER STORMS,2007-12-08,2008-01-03T00:00:00.000Z,2018-08-07T23:59:00.000Z,Craig County,99035.0
1025,1735,0,0,1,1,OK,2007-12-18,2008,DR,Severe Ice Storm,SEVERE WINTER STORMS,2007-12-08,2008-01-03T00:00:00.000Z,2018-08-07T23:59:00.000Z,Osage County,99113.0
1026,1734,1,1,1,1,WA,2007-12-08,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2007-12-01,2007-12-17T00:00:00.000Z,,Lewis County,99041.0
1027,1736,0,0,1,1,MO,2007-12-27,2008,DR,Severe Ice Storm,SEVERE WINTER STORMS,2007-12-06,2007-12-15T00:00:00.000Z,2014-08-27T00:00:00.000Z,Buchanan County,99021.0
1028,1730,1,1,0,1,TX,2007-10-02,2007,DR,Severe Storm(s),TROPICAL STORM ERIN,2007-08-14,2007-08-20T00:00:00.000Z,2015-06-11T23:59:00.000Z,Bexar County,99029.0
